seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	115011094	115011609	516	*	X1205	74585	115011137	115098790	87654	+	0	overlapStart	0	Sppl3
chr5	115193618	115194105	488	*	X1206	29867	115168689	115194381	25693	-	0	inside	275	Cabp1
chr5	115327132	115327482	351	*	X1207	108014	115327177	115333080	5904	+	0	overlapStart	0	Srsf9
chr5	115429550	115429934	385	*	X1208	17690	115429599	115455698	26100	+	0	overlapStart	0	Msi1
chr5	115631778	115632346	569	*	X1209	66123	115631049	115631816	768	-	0	overlapStart	0	1110006O24Rik
chr5	115631778	115632346	569	*	X1209	77407	115631908	115647736	15829	+	0	overlapStart	0	Rab35
chr5	115731345	115732520	1176	*	X1210	75665	115648175	115731621	83447	-	0	overlapStart	0	Bicdl1
chr5	117357229	117357535	307	*	X1211	59043	117357304	117378601	21298	+	0	overlapStart	0	Wsb2
chr5	117413845	117414288	444	*	X1212	333050	117414000	117775003	361004	+	0	overlapStart	0	Ksr2
chr5	118559926	118560936	1011	*	X1214	76199	118560679	118765438	204760	+	0	overlapStart	0	Med13l
chr5	122049779	122050277	499	*	X1217	13048	121856366	122050102	193737	-	0	overlapStart	0	Cux2
chr5	122501630	122502308	679	*	X1218	11938	122453513	122502225	48713	-	0	overlapStart	0	Atp2a2
chr5	122502360	122502387	28	*	X1219	11938	122453513	122502225	48713	-	134	upstream	134	Atp2a2
chr5	124249264	124249920	657	*	X1222	19679	124118690	124249760	131071	-	0	overlapStart	0	Pitpnm2
chr5	124861741	124862150	410	*	X1225	215707	124834418	124862424	28007	-	0	inside	273	Ccdc92
chr5	124861741	124862150	410	*	X1225	269704	124862691	124902693	40003	+	540	upstream	540	Zfp664
chr5	125178783	125179263	481	*	X1226	20602	125017153	125179219	162067	-	0	overlapStart	0	Ncor2
chr5	127241681	127242163	483	*	X1228	208213	127241808	127565793	323986	+	0	overlapStart	0	Tmem132c
chr5	128432534	128433148	615	*	X1229	243274	127781630	128433077	651448	-	0	overlapStart	0	Tmem132d
chr5	128600765	128601403	639	*	X1230	319616	128579106	128600693	21588	-	71	upstream	71	Fzd10os
chr5	128600765	128601403	639	*	X1230	93897	128600844	128604093	3250	+	0	overlapStart	0	Fzd10
chr5	129941985	129942508	524	*	X1231	69568	129941970	129986692	44723	+	0	inside	14	Vkorc1l1
chr5	135250884	135251331	448	*	X1234	14371	135248938	135251230	2293	-	0	overlapStart	0	Fzd9
chr5	139150434	139150848	415	*	X1240	19085	139017306	139150001	132696	-	432	upstream	432	Prkar1b
chr5	139150434	139150848	415	*	X1240	433956	139150223	139186510	36288	+	0	inside	210	Dnaaf5
chr5	139325091	139325657	567	*	X1241	231821	139271876	139325622	53747	-	0	overlapStart	0	Adap1
chr5	140830113	140830443	331	*	X1243	14673	140758408	140830431	72024	-	0	overlapStart	0	Gna12
chr5	141241154	141241344	191	*	X1244	330222	141241490	142215586	974097	+	145	upstream	145	Sdk1
chr5	141241507	141242123	617	*	X1245	330222	141241490	142215586	974097	+	0	inside	16	Sdk1
chr5	142401421	142401915	495	*	X1246	17425	142401497	142462011	60515	+	0	overlapStart	0	Foxk1
chr5	143732160	143732472	313	*	X1250	76800	143710325	143732280	21956	-	0	overlapStart	0	Usp42
chr5	144545756	144546233	478	*	X1251	53324	144545902	144557478	11577	+	0	overlapStart	0	Nptx2
chr5	144965453	144965996	544	*	X1252	75788	144876495	144965847	89353	-	0	overlapStart	0	Smurf1
chr5	146231334	146231698	365	*	X1253	264064	146231230	146302874	71645	+	0	inside	103	Cdk8
chr5	146385122	146385487	366	*	X1254	245880	146384985	146473615	88631	+	0	inside	136	Wasf3
chr5	146584685	146585021	337	*	X1255	14738	146582398	146585239	2842	-	0	inside	217	Gpr12
chr5	146794449	146795012	564	*	X1256	22217	146734809	146795006	60198	-	0	overlapStart	0	Usp12
chr5	147430444	147430877	434	*	X1257	72587	147430161	147548502	118342	+	0	inside	282	Pan3
chr5	147957193	147957653	461	*	X1258	77521	147957320	148316065	358746	+	0	overlapStart	0	Mtus2
chr5	150118522	150118850	329	*	X1261	320365	150118645	150497753	379109	+	0	overlapStart	0	Fry
chr6	4903108	4903531	424	*	X1262	243725	4902917	5165661	262745	+	0	inside	190	Ppp1r9a
chr6	7844740	7845135	396	*	X1263	94192	7844842	7875687	30846	+	0	overlapStart	0	C1galt1
chr6	21214847	21215262	416	*	X1265	16508	21215503	21729805	514303	+	240	upstream	240	Kcnd2
chr6	23838763	23839860	1098	*	X1266	320405	23262773	23839421	576649	-	0	overlapStart	0	Cadps2
chr6	28832630	28832932	303	*	X1269	192198	28828133	28831747	3615	-	882	upstream	882	Lrrc4
chr6	30958493	30959069	577	*	X1272	619665	30956023	30959078	3056	-	0	inside	8	Klf14
chr6	32587827	32588470	644	*	X1273	243743	32144268	32588192	443925	-	0	overlapStart	0	Plxna4
chr6	37299619	37299980	362	*	X1274	320127	36846022	37300184	454163	-	0	inside	203	Dgki
chr6	38253947	38254325	379	*	X1275	330286	38123174	38254009	130836	-	0	overlapStart	0	D630045J12Rik
chr6	38434221	38434727	507	*	X1276	320538	38433950	38524825	90876	+	0	inside	270	Ubn2
chr6	38875782	38876495	714	*	X1277	15258	38694390	38876165	181776	-	0	overlapStart	0	Hipk2
chr6	39206544	39206857	314	*	X1278	338523	39136623	39206789	70167	-	0	overlapStart	0	Kdm7a
chr6	48047747	48048847	1101	*	X1279	72306	48024188	48048911	24724	-	0	inside	63	Zfp777
chr6	50110204	50110577	374	*	X1280	56524	50110241	50198939	88699	+	0	overlapStart	0	Mpp6
chr6	52164224	52164646	423	*	X1281	105242657	52165674	52169451	3778	+	1027	upstream	1027	Hoxaas2
chr6	52175474	52175883	410	*	X1282	72628	52175235	52215076	39842	+	0	inside	238	Hoxaas3
chr6	52175474	52175883	410	*	X1282	77580	52177498	52180851	3354	+	1614	upstream	1614	5730596B20Rik
chr6	52316604	52317048	445	*	X1284	70593	52308389	52314832	6444	-	1771	upstream	1771	Evx1os
chr6	61180204	61180729	526	*	X1285	100504262	61173983	61180810	6828	-	0	inside	80	A730020E08Rik
chr6	61180204	61180729	526	*	X1285	232035	61180324	62382865	1202542	+	0	overlapStart	0	Ccser1
chr6	63255993	63256543	551	*	X1286	14804	63255876	64704323	1448448	+	0	inside	116	Grid2
chr6	70956751	70957069	319	*	X1287	232077	70956531	70961066	4536	+	0	inside	219	Foxi3
chr6	71707699	71708016	318	*	X1288	52250	71707561	71810710	103150	+	0	inside	137	Reep1
chr6	72788749	72789103	355	*	X1289	21415	72626378	72789254	162877	-	0	inside	150	Tcf7l1
chr6	72899126	72900278	1153	*	X1290	74287	72841114	72899979	58866	-	0	overlapStart	0	Kcmf1
chr6	77979376	77979895	520	*	X1291	12386	76881637	77979699	1098063	-	0	overlapStart	0	Ctnna2
chr6	82939428	82939785	358	*	X1292	20355	82911885	82939769	27885	-	0	overlapStart	0	Sema4f
chr6	85374490	85374686	197	*	X1294	52055	85334962	85374634	39673	-	0	overlapStart	0	Rab11fip5
chr6	85374767	85374821	55	*	X1295	52055	85334962	85374634	39673	-	132	upstream	132	Rab11fip5
chr6	86525881	86526188	308	*	X1296	23983	86524492	86526321	1830	-	0	inside	132	Pcbp1
chr6	86525881	86526188	308	*	X1296	72012	86526247	86582036	55790	+	58	upstream	58	1600020E01Rik
chr6	87980711	87981641	931	*	X1297	243529	87980421	87981637	1217	-	0	overlapStart	0	H1f10
chr6	87980711	87981641	931	*	X1297	434064	87980883	88005471	24589	+	0	overlapStart	0	Gm5577
chr6	88874640	88875207	568	*	X1298	319655	88842558	88875044	32487	-	0	overlapStart	0	Podxl2
chr6	89362023	89362632	610	*	X1299	18844	89316314	89362620	46307	-	0	overlapStart	0	Plxna1
chr6	90462384	90462867	484	*	X1301	66277	90462576	90475238	12663	+	0	overlapStart	0	Klf15
chr6	90988054	90988552	499	*	X1302	232227	90656088	90988685	332598	-	0	inside	132	Iqsec1
chr6	92091214	92091937	724	*	X1304	22026	92091390	92174294	82905	+	0	overlapStart	0	Nr2c2
chr6	94283497	94283910	414	*	X1305	14924	93675455	94283917	608463	-	0	inside	6	Magi1
chr6	94283497	94283910	414	*	X1305	78178	94132923	94283025	150103	-	471	upstream	471	4930511A08Rik
chr6	94283973	94283995	23	*	X1306	14924	93675455	94283917	608463	-	55	upstream	55	Magi1
chr6	94283973	94283995	23	*	X1306	78178	94132923	94283025	150103	-	947	upstream	947	4930511A08Rik
chr6	99691991	99693535	1545	*	X1308	14761	99692679	99695066	2388	+	0	overlapStart	0	Gpr27
chr6	100287571	100287825	255	*	X1309	56353	100228565	100287485	58921	-	85	upstream	85	Rybp
chr6	100287433	100287498	66	*	X1310	56353	100228565	100287485	58921	-	0	overlapStart	0	Rybp
chr6	101377222	101377770	549	*	X1311	55983	101149609	101377897	228289	-	0	inside	126	Pdzrn3
chr6	114131045	114131585	541	*	X1314	243616	114131241	114249952	118712	+	0	overlapStart	0	Slc6a11
chr6	114282786	114282999	214	*	X1315	232333	114282635	114317532	34898	+	0	inside	150	Slc6a1
chr6	114397847	114398152	306	*	X1316	15465	114397936	114483296	85361	+	0	overlapStart	0	Hrh1
chr6	115135096	115135507	412	*	X1317	100503783	115127600	115134835	7236	-	260	upstream	260	Gm17733
chr6	115135096	115135507	412	*	X1317	20965	115134902	115282006	147105	+	0	inside	193	Syn2
chr6	115994567	115995090	524	*	X1318	67784	115954811	115995005	40195	-	0	overlapStart	0	Plxnd1
chr6	119479312	119479917	606	*	X1320	101358	119479668	119482630	2963	+	0	overlapStart	0	Fbxl14
chr6	119543782	119544096	315	*	X1321	22419	119432531	119544347	111817	-	0	inside	250	Wnt5b
chr6	120493076	120493792	717	*	X1322	94047	120488939	120493807	4869	-	0	inside	14	Tmem121b
chr6	120666039	120667130	1092	*	X1323	330409	120666369	120771190	104822	+	0	overlapStart	0	Cecr2
chr6	124756335	124756720	386	*	X1324	13498	124739189	124756524	17336	-	0	overlapStart	0	Atn1
chr6	127769042	127769607	566	*	X1326	381813	127689011	127769472	80462	-	0	overlapStart	0	Prmt8
chr6	131388137	131388463	327	*	X1327	56449	131364855	131388476	23622	-	0	inside	12	Ybx3
chr6	134566474	134567084	611	*	X1328	16974	134446476	134566965	120490	-	0	overlapStart	0	Lrp6
chr6	148444005	148444321	317	*	X1334	387314	148232430	148444389	211960	-	0	inside	67	Tmtc1
chr7	3415091	3415591	501	*	X1335	104795667	3415066	3415156	91	+	0	overlapEnd	24	Gm23450
chr7	7297818	7297936	119	*	X1338	100885832	7298891	7298946	56	+	954	upstream	954	Mir5620
chr7	14622169	14623520	1352	*	X1341	100417675	14530652	14622479	91828	-	0	overlapStart	0	Nlrp5-ps
chr7	16061558	16061912	355	*	X1342	666528	16061814	16096334	34521	+	0	overlapStart	0	Zfp541
chr7	24482001	24482471	471	*	X1349	260299	24482023	24504539	22517	+	0	overlapStart	0	Cadm4
chr7	27166487	27166906	420	*	X1352	112406	27158658	27166802	8145	-	0	overlapStart	0	Egln2
chr7	27446404	27446721	318	*	X1354	233016	27447978	27466144	18167	+	1256	upstream	1256	Blvrb
chr7	28451988	28452356	369	*	X1357	80749	28451980	28468242	16263	+	0	inside	7	Lrfn1
chr7	29303876	29304185	310	*	X1362	29861	29303951	29317588	13638	+	0	overlapStart	0	Dpf1
chr7	30445167	30445507	341	*	X1363	11803	30434982	30445535	10554	-	0	inside	27	Aplp1
chr7	30956208	30957387	1180	*	X1364	22282	30945248	30956803	11556	-	0	overlapStart	0	Usf2
chr7	34132615	34133262	648	*	X1365	101543	34109543	34133268	23726	-	0	inside	5	Wtip
chr7	34654894	34655335	442	*	X1366	233107	34639014	34655509	16496	-	0	inside	173	Kctd15
chr7	35119549	35120379	831	*	X1367	12606	35119303	35121928	2626	+	0	inside	245	Cebpa
chr7	35214791	35215484	694	*	X1368	435965	35200027	35215498	15472	-	0	inside	13	Lrp3
chr7	38107371	38107604	234	*	X1369	12447	38097984	38107534	9551	-	0	overlapStart	0	Ccne1
chr7	38107728	38107831	104	*	X1370	12447	38097984	38107534	9551	-	193	upstream	193	Ccne1
chr7	44428787	44429476	690	*	X1374	272381	44429018	44463351	34334	+	0	overlapStart	0	Lrrc4b
chr7	44590862	44591726	865	*	X1375	16504	44590664	44604754	14091	+	0	inside	197	Kcnc3
chr7	45832784	45834086	1303	*	X1380	101612	45825223	45830944	5722	-	1839	upstream	1839	Grwd1
chr7	46100431	46100841	411	*	X1382	16514	46097096	46100764	3669	-	0	overlapStart	0	Kcnj11
chr7	46396353	46396777	425	*	X1383	16502	46396497	46438704	42208	+	0	overlapStart	0	Kcnc1
chr7	57386878	57387233	356	*	X1385	14407	56716465	57387188	670724	-	0	overlapStart	0	Gabrg3
chr7	57386878	57387233	356	*	X1385	791383	57387272	57409941	22670	+	38	upstream	38	Gm9962
chr7	57509176	57510087	912	*	X1386	110886	57407672	57510059	102388	-	0	overlapStart	0	Gabra5
chr7	62463709	62464448	740	*	X1388	27412	62461871	62464510	2640	-	0	inside	61	Peg12
chr7	63212287	63212592	306	*	X1389	11441	63098692	63212569	113878	-	0	overlapStart	0	Chrna7
chr7	63212649	63212692	44	*	X1390	11441	63098692	63212569	113878	-	79	upstream	79	Chrna7
chr7	63444588	63445148	561	*	X1391	170711	63444751	63759028	314278	+	0	overlapStart	0	Otud7a
chr7	63444588	63445148	561	*	X1391	77631	63344690	63444529	99840	-	58	upstream	58	4930554H23Rik
chr7	64501643	64502530	888	*	X1393	11784	64501706	64753878	252173	+	0	overlapStart	0	Apba2
chr7	65155903	65156755	853	*	X1394	70638	64756091	65156570	400480	-	0	overlapStart	0	Fam189a1
chr7	65527469	65528012	544	*	X1395	21872	65296165	65527696	231532	-	0	overlapStart	0	Tjp1
chr7	65861839	65862603	765	*	X1396	18553	65861734	66062271	200538	+	0	inside	104	Pcsk6
chr7	67951582	67952119	538	*	X1397	16001	67952827	68233668	280842	+	707	upstream	707	Igf1r
chr7	73557937	73558330	394	*	X1398	69170	73539203	73558395	19193	-	0	inside	64	Chaserr
chr7	79465867	79466205	339	*	X1399	18975	79446231	79466362	20132	-	0	inside	156	Polg
chr7	79499934	79500276	343	*	X1400	101694	79500026	79534403	34378	+	0	overlapStart	0	Mir9-3hg
chr7	79505073	79505470	398	*	X1401	723968	79505264	79505353	90	+	0	includeFeature	0	Mir9-3
chr7	80688434	80688967	534	*	X1403	70461	80586627	80688877	102251	-	0	overlapStart	0	Crtc3
chr7	80993601	80993920	320	*	X1404	233410	80993681	81045164	51484	+	0	overlapStart	0	Zfp592
chr7	81213423	81214077	655	*	X1405	18584	81213596	81334533	120938	+	0	overlapStart	0	Pde8a
chr7	81933556	81934472	917	*	X1407	29877	81881251	81934473	53223	-	0	inside	0	Hdgfl3
chr7	81992224	81992589	366	*	X1408	12173	81966653	81992307	25655	-	0	overlapStart	0	Bnc1
chr7	82335378	82335703	326	*	X1409	269959	82335694	82614450	278757	+	0	overlapStart	0	Adamtsl3
chr7	82866270	82866498	229	*	X1410	108797	82867333	82871515	4183	+	834	upstream	834	Mex3b
chr7	83883663	83884227	565	*	X1411	67943	83884466	83901532	17067	+	238	upstream	238	Mesd
chr7	83883663	83884227	565	*	X1411	80889	83879873	83884305	4433	-	0	inside	77	Tlnrd1
chr7	84151549	84152091	543	*	X1412	70178	84109356	84151893	42538	-	0	overlapStart	0	Abhd17c
chr7	90129998	90130590	593	*	X1413	233489	90130213	90213465	83253	+	0	overlapStart	0	Picalm
chr7	90129998	90130590	593	*	X1413	78329	90124822	90129984	5163	-	13	upstream	13	2310010J17Rik
chr7	90442794	90443281	488	*	X1414	233490	90442729	90447994	5266	+	0	inside	64	Crebzf
chr7	97081659	97082093	435	*	X1415	14389	97081586	97308946	227361	+	0	inside	72	Gab2
chr7	105787247	105787636	390	*	X1421	233651	105752990	105787654	34665	-	0	inside	17	Dchs1
chr7	107209674	107210678	1005	*	X1422	76572	107209445	107210916	1472	+	0	inside	228	Rbmxl2
chr7	107370580	107371021	442	*	X1423	60510	107370728	107548656	177929	+	0	overlapStart	0	Syt9
chr7	110122174	110122563	390	*	X1425	22390	110122046	110143286	21241	+	0	inside	127	Wee1
chr7	110614395	110615059	665	*	X1426	319934	110308013	110614922	306910	-	0	overlapStart	0	Sbf2
chr7	114117190	114117614	425	*	X1427	66922	114046782	114117781	71000	-	0	inside	166	Rras2
chr7	114415054	114416150	1097	*	X1428	18576	114415281	114539251	123971	+	0	overlapStart	0	Pde3b
chr7	114415054	114416150	1097	*	X1428	71045	114315479	114415161	99683	-	0	overlapStart	0	4933406I18Rik
chr7	117381102	117381500	399	*	X1429	233781	117380979	117673580	292602	+	0	inside	122	Xylt1
chr7	122288981	122289525	545	*	X1432	18751	122288751	122634402	345652	+	0	inside	229	Prkcb
chr7	123500304	123500745	442	*	X1433	210162	123475384	123500449	25066	-	0	overlapStart	0	Zkscan2
chr7	123982422	123983714	1293	*	X1434	628779	123982869	124398989	416121	+	0	overlapStart	0	Hs3st4
chr7	126081865	126082461	597	*	X1435	269994	125878420	126082411	203992	-	0	overlapStart	0	Gsg1l
chr7	129256545	129257141	597	*	X1438	381925	129257031	129391412	134382	+	0	overlapStart	0	Plpp4
chr7	131966645	131967014	370	*	X1439	233919	131966460	131994405	27946	+	0	inside	184	Gpr26
chr7	132813475	132813895	421	*	X1440	77938	132712082	132813886	101805	-	0	overlapStart	0	Fam53b
chr7	134670651	134671034	384	*	X1441	330662	134670654	135173639	502986	+	0	overlapStart	0	Dock1
chr7	134937917	134938268	352	*	X1442	627214	134881926	134938430	56505	-	0	inside	161	Insyn2a
chr7	137314578	137314738	161	*	X1444	13593	137193673	137314445	120773	-	132	upstream	132	Ebf3
chr7	137313680	137314534	855	*	X1445	13593	137193673	137314445	120773	-	0	overlapStart	0	Ebf3
chr7	138397368	138397896	529	*	X1447	70571	138208974	138397730	188757	-	0	overlapStart	0	Tcerg1l
chr7	139248342	139248690	349	*	X1449	101631	139248482	139267975	19494	+	0	overlapStart	0	Pwwp2b
chr7	139582444	139582944	501	*	X1451	14912	139579376	139582797	3422	-	0	overlapStart	0	Nkx6-2
chr7	139894831	139895204	374	*	X1452	76484	139894696	139941537	46842	+	0	inside	134	Kndc1
chr7	141193694	141194009	316	*	X1453	15461	141189105	141194005	4901	-	0	overlapStart	0	Hras
chr7	141193694	141194009	316	*	X1453	70552	141194157	141210055	15899	+	147	upstream	147	Lrrc56
chr7	141949763	141950514	752	*	X1454	75770	141949751	142004247	54497	+	0	inside	11	Brsk2
chr7	142659131	142659676	546	*	X1457	111975	142659693	142670356	10664	+	16	upstream	16	Igf2os
chr7	143461064	143461096	33	*	X1461	12577	143458339	143461050	2712	-	13	upstream	13	Cdkn1c
chr7	143461340	143461385	46	*	X1462	12577	143458339	143461050	2712	-	289	upstream	289	Cdkn1c
chr8	8660668	8661008	341	*	X1463	13642	8617434	8661242	43809	-	0	inside	233	Efnb2
chr8	11009229	11009552	324	*	X1464	384783	10984681	11008458	23778	-	770	upstream	770	Irs2
chr8	11727825	11728517	693	*	X1466	54126	11727721	11835219	107499	+	0	inside	103	Arhgef7
chr8	12395081	12395799	719	*	X1467	20664	12395295	12400126	4832	+	0	overlapStart	0	Sox1
chr8	12756972	12757381	410	*	X1469	50770	12757014	12868728	111715	+	0	overlapStart	0	Atp11a
chr8	13338750	13339229	480	*	X1470	21781	13338751	13378448	39698	+	0	overlapStart	0	Tfdp1
chr8	14095768	14096147	380	*	X1471	244310	14095865	14847680	751816	+	0	overlapStart	0	Dlgap2
chr8	22974406	22975371	966	*	X1474	11733	22974844	23150497	175654	+	0	overlapStart	0	Ank1
chr8	23411432	23411957	526	*	X1475	20377	23411502	23449632	38131	+	0	overlapStart	0	Sfrp1
chr8	25038458	25038818	361	*	X1476	330723	25024929	25038962	14034	-	0	inside	143	Htra4
chr8	26119214	26119655	442	*	X1477	320191	26021421	26119224	97804	-	0	overlapStart	0	Hook3
chr8	26119214	26119655	442	*	X1477	77733	26119368	26160819	41452	+	0	overlapStart	0	Rnf170
chr8	26976963	26977326	364	*	X1478	353310	26977325	26981461	4137	+	0	overlapStart	0	Zfp703
chr8	29219450	29219881	432	*	X1479	210801	28646717	29219636	572920	-	0	overlapStart	0	Unc5d
chr8	33385739	33386070	332	*	X1481	22427	33234384	33385527	151144	-	211	upstream	211	Wrn
chr8	33385739	33386070	332	*	X1481	75029	33386325	33417467	31143	+	254	upstream	254	Purg
chr8	33929456	33929817	362	*	X1482	19663	33782643	33929863	147221	-	0	inside	45	Rbpms
chr8	34965308	34965618	311	*	X1483	21951	34826460	34965690	139231	-	0	inside	71	Tnks
chr8	35587829	35588368	540	*	X1484	52065	35587798	35679449	91652	+	0	inside	30	Mfhas1
chr8	36248666	36249401	736	*	X1485	244421	36216064	36249516	33453	-	0	inside	114	Lonrf1
chr8	40423716	40424072	357	*	X1486	70546	40423815	40510266	86452	+	0	overlapStart	0	Zdhhc2
chr8	40634564	40634879	316	*	X1487	54384	40551095	40634797	83703	-	0	overlapStart	0	Mtmr7
chr8	46740533	46740938	406	*	X1488	100503498	46668808	46739515	70708	-	1017	upstream	1017	Gm16675
chr8	47713911	47714263	353	*	X1490	70925	47709344	47713932	4589	-	0	overlapStart	0	Cdkn2aip
chr8	57321389	57322070	682	*	X1493	102636514	57281117	57321228	40112	-	160	upstream	160	Hand2os1
chr8	57652251	57652805	555	*	X1494	108150	57523828	57653032	129205	-	0	inside	226	Galnt7
chr8	70493064	70493444	381	*	X1497	12931	70493158	70504081	10924	+	0	overlapStart	0	Crlf1
chr8	70594503	70595074	572	*	X1498	71780	70594373	70597290	2918	+	0	inside	129	Isyna1
chr8	71381704	71382193	490	*	X1501	13864	71374123	71381960	7838	-	0	overlapStart	0	Nr2f6
chr8	72492295	72492691	397	*	X1503	270066	72480641	72492614	11974	-	0	overlapStart	0	Slc35e1
chr8	76899023	76899364	342	*	X1504	110784	76899442	77245012	345571	+	77	upstream	77	Nr3c2
chr8	78435964	78436486	523	*	X1505	18997	78433010	78436645	3636	-	0	inside	158	Pou4f2
chr8	79639769	79640205	437	*	X1507	73945	79639618	79677724	38107	+	0	inside	150	Otud4
chr8	83900058	83900607	550	*	X1509	330814	83900105	83941954	41850	+	0	overlapStart	0	Adgrl1
chr8	87472292	87472632	341	*	X1516	12404	87468405	87472609	4205	-	0	overlapStart	0	Cbln1
chr8	87472768	87473261	494	*	X1517	12404	87468405	87472609	4205	-	158	upstream	158	Cbln1
chr8	87960090	87960609	520	*	X1518	94187	87661810	87959595	297786	-	494	upstream	494	Zfp423
chr8	88199145	88200201	1057	*	X1519	214627	88199213	88259722	60510	+	0	overlapStart	0	Tent4b
chr8	88521105	88521188	84	*	X1521	93960	88521354	88594884	73531	+	165	upstream	165	Nkd1
chr8	88521254	88521803	550	*	X1522	93960	88521354	88594884	73531	+	0	overlapStart	0	Nkd1
chr8	90347777	90348592	816	*	X1524	244579	90247040	90348343	101304	-	0	overlapStart	0	Tox3
chr8	92358001	92358303	303	*	X1527	71296	92326033	92356120	30088	-	1880	upstream	1880	Crnde
chr8	105269588	105269917	330	*	X1531	26386	105269801	105275845	6045	+	0	overlapStart	0	Hsf4
chr8	110721226	110721910	685	*	X1533	244654	110721476	110741400	19925	+	0	overlapStart	0	Mtss2
chr8	111056317	111056773	457	*	X1534	72544	111056339	111057664	1326	+	0	overlapStart	0	Exosc6
chr8	116733049	116733577	529	*	X1536	75796	116574400	116732991	158592	-	57	upstream	57	Cdyl2
chr8	117256474	117257094	621	*	X1537	74440	117257064	117459430	202367	+	0	overlapStart	0	Cmip
chr8	119394898	119395368	471	*	X1538	56690	119394878	119411102	16225	+	0	inside	19	Mlycd
chr8	119446733	119447282	550	*	X1539	117148	119446719	119472640	25922	+	0	inside	13	Necab2
chr8	120114134	120114459	326	*	X1540	234797	120114152	120165306	51155	+	0	overlapStart	0	6430548M08Rik
chr8	120228387	120229552	1166	*	X1541	382034	120228456	120581390	352935	+	0	overlapStart	0	Gse1
chr8	120228387	120229552	1166	*	X1541	434353	120204434	120228230	23797	-	156	upstream	156	A330074K22Rik
chr8	120537581	120538049	469	*	X1542	102466849	120538696	120538754	59	+	646	upstream	646	Mir7687
chr8	120537581	120538049	469	*	X1542	74227	120536892	120537726	835	-	0	overlapStart	0	1700016A09Rik
chr8	121082993	121083345	353	*	X1543	15227	121084386	121088144	3759	+	1040	upstream	1040	Foxf1
chr8	121082993	121083345	353	*	X1543	68790	121054882	121083110	28229	-	0	overlapStart	0	Fendrr
chr8	121084264	121084575	312	*	X1544	15227	121084386	121088144	3759	+	0	overlapStart	0	Foxf1
chr8	121084264	121084575	312	*	X1544	68790	121054882	121083110	28229	-	1153	upstream	1153	Fendrr
chr8	121729885	121730210	326	*	X1545	57340	121729623	121794276	64654	+	0	inside	261	Jph3
chr8	122282032	122282698	667	*	X1546	22761	122282141	122337251	55111	+	0	overlapStart	0	Zfpm1
chr8	123041808	123042305	498	*	X1549	100503178	123042466	123044602	2137	+	160	upstream	160	2810013P06Rik
chr8	123041808	123042305	498	*	X1549	77087	122883822	123042277	158456	-	0	overlapStart	0	Ankrd11
chr8	123332640	123332955	316	*	X1550	234857	123332713	123369515	36803	+	0	overlapStart	0	Spire2
chr8	124793047	124793511	465	*	X1552	330863	124793092	124834713	41622	+	0	overlapStart	0	Trim67
chr8	125669770	125670294	525	*	X1553	74393	125669818	125673359	3542	+	0	overlapStart	0	Map10
chr8	126138733	126139131	399	*	X1555	210027	126138995	126395978	256984	+	0	overlapStart	0	Slc35f3
chr8	126474411	126474901	491	*	X1556	212728	126425329	126475065	49737	-	0	inside	163	Tarbp1
chr8	127063893	127064321	429	*	X1558	93742	127063893	127612286	548394	+	0	inside	0	Pard3
chr9	8004153	8004839	687	*	X1559	22601	7931999	8004596	72598	-	0	overlapStart	0	Yap1
chr9	15044885	15045328	444	*	X1560	55991	15002128	15045478	43351	-	0	inside	149	Panx1
chr9	15493590	15493971	382	*	X1561	170748	15493432	15545260	51829	+	0	inside	157	Smco4
chr9	26733639	26734158	520	*	X1562	76898	26733728	26763101	29374	+	0	overlapStart	0	B3gat1
chr9	35421290	35421659	370	*	X1563	57810	35421128	35507652	86525	+	0	inside	161	Cdon
chr9	40963916	40964222	307	*	X1564	70989	40894849	40964118	69270	-	0	overlapStart	0	Jhy
chr9	44881003	44881315	313	*	X1565	214162	44803355	44881296	77942	-	0	overlapStart	0	Kmt2a
chr9	49340411	49340798	388	*	X1568	13489	49340627	49408177	67551	+	0	overlapStart	0	Drd2
chr9	54286520	54286938	419	*	X1569	235379	54286486	54341786	55301	+	0	inside	33	Gldn
chr9	54501391	54501841	451	*	X1570	235380	54365158	54501626	136469	-	0	overlapStart	0	Dmxl2
chr9	58488034	58488424	391	*	X1572	319477	58488603	58499780	11178	+	178	upstream	178	Insyn1
chr9	58822987	58823375	389	*	X1573	330953	58823412	58863175	39764	+	36	upstream	36	Hcn4
chr9	59036137	59036615	479	*	X1574	18007	58874687	59036441	161755	-	0	overlapStart	0	Neo1
chr9	59486201	59486607	407	*	X1575	23806	59388258	59486618	98361	-	0	inside	10	Arih1
chr9	63148703	63149439	737	*	X1576	207667	63138170	63148961	10792	-	0	overlapStart	0	Skor1
chr9	65141216	65141541	326	*	X1578	19289	65141189	65185872	44684	+	0	inside	26	Igdcc3
chr9	65391264	65391638	375	*	X1579	74492	65388684	65391652	2969	-	0	inside	13	Kbtbd13
chr9	71215392	71215928	537	*	X1581	19378	71215789	71296243	80455	+	0	overlapStart	0	Aldh1a2
chr9	72532012	72532356	345	*	X1582	319758	72532240	72622937	90698	+	0	overlapStart	0	Rfx7
